seqname	start	end	strand	name	display_name	note
chrVII	806723	807967	-	NSR1	<NSR1<	Nucleolar protein that binds nuclear localization sequences%2C required for pre-rRNA processing and ribosome biogenesis
chrVII	807384	807995	+	YGR160W	>YGR160W>	Dubious open reading frame unlikely to encode a functional protein%2C based on available experimental and comparative sequence data
chrVII	808940	809731	-	RTS3	<RTS3<	Putative component of the protein phosphatase type 2A complex
chrVII	810538	810816	+	YGR161W-C	>YGR161W-C>	Putative protein of unknown function%3B identified by sequence comparison with hemiascomycetous yeast species
chrVII	824371	827229	+	TIF4631	>TIF4631>	Translation initiation factor eIF4G%2C subunit of the mRNA cap-binding protein complex (eIF4F) that also contains eIF4E (Cdc33p)%3B interacts with Pab1p and with eIF4A (Tif1p)%3B also has a role in biogenesis of the large ribosomal subunit
chrVII	827864	828889	+	GTR2	>GTR2>	Putative GTP binding protein that negatively regulates Ran%2FTc4 GTPase cycle%3B activates transcription%3B subunit of EGO and GSE complexes%3B required for sorting of Gap1p%3B localizes to cytoplasm and to chromatin%3B homolog of human RagC and RagD
chrVII	828937	829272	+	YGR164W	>YGR164W>	Dubious open reading frame unlikely to encode a functional protein%2C based on available experimental and comparative sequence data
chrVII	829428	830465	+	MRPS35	>MRPS35>	Mitochondrial ribosomal protein of the small subunit
chrVII	830827	832509	+	TRS65	>TRS65>	Subunit of TRAPPII%2C a multimeric guanine nucleotide-exchange factor for Ypt1p%3B involved in intra-Golgi traffic and the retrograde pathway from the endosome to Golgi%3B role in cell wall beta-glucan biosynthesis and the stress response
chrVII	832768	833475	+	CLC1	>CLC1>	Clathrin light chain%2C subunit of the major coat protein involved in intracellular protein transport and endocytosis%3B thought to regulate clathrin function%3B two Clathrin heavy chains (CHC1) form the clathrin triskelion structural component
chrVII	833670	834800	-	YGR168C	<YGR168C<	Putative protein of unknown function%3B YGR168C is not an essential gene
chrVII	835007	836221	-	PUS6	<PUS6<	tRNA%3Apseudouridine synthase%2C catalyzes the conversion of uridine to pseudouridine at position 31 in cytoplasmic and mitochondrial tRNAs%3B mutation of Asp168 to Ala abolishes enzyme activity%3B not essential for viability
chrVII	836705	836983	-	YGR169C-A	<YGR169C-A<	Putative protein of unknown function
chrVII	837460	840876	+	PSD2	>PSD2>	Phosphatidylserine decarboxylase of the Golgi and vacuolar membranes%2C converts phosphatidylserine to phosphatidylethanolamine
chrVII	841142	842869	-	MSM1	<MSM1<	Mitochondrial methionyl-tRNA synthetase (MetRS)%2C functions as a monomer in mitochondrial protein synthesis%3B functions similarly to cytoplasmic MetRS although the cytoplasmic form contains a zinc-binding domain not found in Msm1p
chrVII	843163	843909	-	YIP1	<YIP1<	Integral membrane protein required for the biogenesis of ER-derived COPII transport vesicles%3B interacts with Yif1p and Yos1p%3B localizes to the Golgi%2C the ER%2C and COPII vesicles
chrVII	844172	845278	+	RBG2	>RBG2>	Protein with a role in translation%3B forms a complex with Gir2p%3B has similarity to mammalian developmentally regulated GTP-binding protein
chrVII	846211	846723	-	CBP4	<CBP4<	Mitochondrial protein required for assembly of ubiquinol cytochrome-c reductase complex (cytochrome bc1 complex)%3B interacts with Cbp3p and function is partially redundant with that of Cbp3p
chrVII	846973	847059	+	YGR174W-A	>YGR174W-A>	Putative protein of unknown function%3B predicted to have a role in cell budding based on computational %22guilt by association%22 analysis
chrVII	847251	848741	-	ERG1	<ERG1<	Squalene epoxidase%2C catalyzes the epoxidation of squalene to 2%2C3-oxidosqualene%3B plays an essential role in the ergosterol-biosynthesis pathway and is the specific target of the antifungal drug terbinafine
chrVII	849038	849385	+	YGR176W	>YGR176W>	Dubious open reading frame unlikely to encode a functional protein%2C based on available experimental and comparative sequence data
chrVII	849147	850754	-	ATF2	<ATF2<	Alcohol acetyltransferase%2C may play a role in steroid detoxification%3B forms volatile esters during fermentation%2C which is important for brewing and winemaking
chrVII	851365	853533	-	PBP1	<PBP1<	Component of glucose deprivation induced stress granules%2C involved in P-body-dependent granule assembly%3B similar to human ataxin-2%3B interacts with Pab1p to regulate mRNA polyadenylation%3B interacts with Mkt1p to regulate HO translation
chrVII	853993	855213	-	OKP1	<OKP1<	Outer kinetochore protein%2C required for accurate mitotic chromosome segregation%3B component of the kinetochore sub-complex COMA (Ctf19p%2C Okp1p%2C Mcm21p%2C Ame1p) that functions as a platform for kinetochore assembly
chrVII	855582	856619	-	RNR4	<RNR4<	Ribonucleotide-diphosphate reductase (RNR)%2C small subunit%3B the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits
chrVII	858605	858922	+	TIM13	>TIM13>	Mitochondrial intermembrane space protein%2C forms a complex with Tim8p that delivers a subset of hydrophobic proteins to the TIM22 complex for insertion into the inner membrane
chrVII	858869	859222	-	YGR182C	<YGR182C<	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B partially overlaps the verified ORF TIM13%2FYGR181W
chrVII	859381	859794	-	QCR9	<QCR9<	Subunit 9 of the ubiquinol cytochrome-c reductase complex%2C which is a component of the mitochondrial inner membrane electron transport chain%3B required for electron transfer at the ubiquinol oxidase site of the complex
chrVII	860219	866071	-	UBR1	<UBR1<	E3 ubiquitin ligase (N-recognin)%2C forms heterodimer with Rad6p to ubiquitinate substrates in the N-end rule pathway%3B regulates peptide transport via Cup9p ubiquitination%3B mutation in human UBR1 causes Johansson-Blizzard Syndrome (JBS)
chrVII	866654	867838	-	TYS1	<TYS1<	Cytoplasmic tyrosyl-tRNA synthetase%2C required for cytoplasmic protein synthesis%3B interacts with positions 34 and 35 of the tRNATyr anticodon%3B mutations in human ortholog YARS are associated with Charcot-Marie-Tooth (CMT) neuropathies
chrVII	868092	870299	+	TFG1	>TFG1>	TFIIF (Transcription Factor II) largest subunit%3B involved in both transcription initiation and elongation of RNA polymerase II%3B homologous to human RAP74
chrVII	870550	871734	-	HGH1	<HGH1<	Nonessential protein of unknown function%3B predicted to be involved in ribosome biogenesis%3B green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm%3B similar to mammalian BRP16 (Brain protein 16)
chrVII	872362	875427	-	BUB1	<BUB1<	Protein kinase that forms a complex with Mad1p and Bub3p that is crucial in the checkpoint mechanism required to prevent cell cycle progression into anaphase in the presence of spindle damage%2C associates with centromere DNA via Skp1p
chrVII	876987	878510	-	CRH1	<CRH1<	Chitin transglycosylase that functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall%3B similar and functionally redundant to Utr2%3B localizes to sites of polarized growth%3B expression induced by cell wall stress
chrVII	880614	880979	-	YGR190C	<YGR190C<	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B overlaps the verified gene HIP1%2FYGR191W
chrVII	880738	882549	+	HIP1	>HIP1>	High-affinity histidine permease%2C also involved in the transport of manganese ions
chrVII	883130	884128	-	TDH3	<TDH3<	Glyceraldehyde-3-phosphate dehydrogenase%2C isozyme 3%2C involved in glycolysis and gluconeogenesis%3B tetramer that catalyzes the reaction of glyceraldehyde-3-phosphate to 1%2C3 bis-phosphoglycerate%3B detected in the cytoplasm and cell wall
chrVII	884827	886059	-	PDX1	<PDX1<	Dihydrolipoamide dehydrogenase (E3)-binding protein (E3BP) of the mitochondrial pyruvate dehydrogenase (PDH) complex%2C plays a structural role in the complex by binding and positioning E3 to the dihydrolipoamide acetyltransferase (E2) core
chrVII	886391	888193	-	XKS1	<XKS1<	Xylulokinase%2C converts D-xylulose and ATP to xylulose 5-phosphate and ADP%3B rate limiting step in fermentation of xylulose%3B required for xylose fermentation by recombinant S. cerevisiae strains
chrVII	889200	889940	+	SKI6	>SKI6>	Exosome non-catalytic core component%3B involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm%3B has similarity to E. coli RNase PH and to human hRrp41p (EXOSC4)
chrVII	890051	892504	-	FYV8	<FYV8<	Protein of unknown function%2C required for survival upon exposure to K1 killer toxin
chrVII	892815	894458	-	SNG1	<SNG1<	Protein involved in resistance to nitrosoguanidine (MNNG) and 6-azauracil (6-AU)%3B expression is regulated by transcription factors involved in multidrug resistance
chrVII	895011	897464	+	YPP1	>YPP1>	Cargo-transport protein involved in endocytosis%3B interacts with phosphatidylinositol-4-kinase Stt4%3B GFP-fusion protein localizes to the cytoplasm%3B YGR198W is an essential gene
chrVII	897820	900099	+	PMT6	>PMT6>	Protein O-mannosyltransferase%2C transfers mannose from dolichyl phosphate-D-mannose to protein serine%2Fthreonine residues of secretory proteins%3B reaction is essential for cell wall rigidity%3B member of a family of mannosyltransferases
chrVII	900222	902588	-	ELP2	<ELP2<	Subunit of Elongator complex%2C which is required for modification of wobble nucleosides in tRNA%3B target of Kluyveromyces lactis zymocin
chrVII	902838	903515	-	YGR201C	<YGR201C<	Putative protein of unknown function
chrVII	903792	905066	-	PCT1	<PCT1<	Cholinephosphate cytidylyltransferase%2C also known as CTP%3Aphosphocholine cytidylyltransferase%2C rate-determining enzyme of the CDP-choline pathway for phosphatidylcholine synthesis%2C inhibited by Sec14p%2C activated upon lipid-binding
chrVII	905555	906001	+	YCH1	>YCH1>	Phosphatase with sequence similarity to Cdc25p%2C Arr2p and Mih1p%3B member of the single-domain rhodanese homology superfamily%3B green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus
chrVII	906252	909092	+	ADE3	>ADE3>	Cytoplasmic trifunctional enzyme C1-tetrahydrofolate synthase%2C involved in single carbon metabolism and required for biosynthesis of purines%2C thymidylate%2C methionine%2C and histidine%3B null mutation causes auxotrophy for adenine and histidine
chrVII	909379	909492	-	YGR204C-A	<YGR204C-A<	Putative protein of unknown function%3B identified by gene-trapping%2C microarray-based expression analysis%2C and genome-wide homology searching
chrVII	909531	910403	+	YGR205W	>YGR205W>	ATP-binding protein of unknown function%3B crystal structure resembles that of E.coli pantothenate kinase and other small kinases
chrVII	910750	911055	+	MVB12	>MVB12>	ESCRT-I subunit required to stabilize oligomers of the ESCRT-I core complex (Stp22p%2C Vps28p%2C Srn2p)%2C which is involved in ubiquitin-dependent sorting of proteins into the endosome%3B deletion mutant is sensitive to rapamycin and nystatin
chrVII	911161	911946	-	YGR207C	<YGR207C<	Protein that interacts with frataxin (Yfh1p)%3B putative homolog of mammalian electron transfer flavoprotein complex subunit ETF-beta%3B authentic%2C non-tagged protein is detected in highly purified mitochondria in high-throughput studies
chrVII	912201	913130	+	SER2	>SER2>	Phosphoserine phosphatase of the phosphoglycerate pathway%2C involved in serine and glycine biosynthesis%2C expression is regulated by the available nitrogen source
chrVII	913231	913545	-	TRX2	<TRX2<	Cytoplasmic thioredoxin isoenzyme of the thioredoxin system which protects cells against oxidative and reductive stress%2C forms LMA1 complex with Pbi2p%2C acts as a cofactor for Tsa1p%2C required for ER-Golgi transport and vacuole inheritance
chrVII	913821	915056	-	YGR210C	<YGR210C<	Putative protein of unknown function%3B green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
chrVII	915559	917019	+	ZPR1	>ZPR1>	Essential protein with two zinc fingers%2C present in the nucleus of growing cells but relocates to the cytoplasm in starved cells via a process mediated by Cpr1p%3B binds to translation elongation factor eEF-1 (Tef1p)
chrVII	917358	918764	+	SLI1	>SLI1>	N-acetyltransferase%2C confers resistance to the sphingolipid biosynthesis inhibitor myriocin (ISP-1) by converting it into N-acetyl-myriocin%2C co-operates with Ypk1p in mediating resistance to myriocin
chrVII	918830	919783	-	RTA1	<RTA1<	Protein involved in 7-aminocholesterol resistance%3B has seven potential membrane-spanning regions%3B expression is induced under both low-heme and low-oxygen conditions%3B member of the fungal lipid-translocating exporter (LTE) family of protein
chrVII	920893	922106	+	RPS0A	>RPS0A>	Protein component of the small (40S) ribosomal subunit%2C nearly identical to Rps0Bp%3B required for maturation of 18S rRNA along with Rps0Bp%3B deletion of either RPS0 gene reduces growth rate%2C deletion of both genes is lethal
chrVII	922493	922825	+	RSM27	>RSM27>	Mitochondrial ribosomal protein of the small subunit
chrVII	922951	924780	-	GPI1	<GPI1<	Membrane protein involved in the synthesis of N-acetylglucosaminyl phosphatidylinositol (GlcNAc-PI)%2C the first intermediate in the synthesis of glycosylphosphatidylinositol (GPI) anchors%3B human and mouse GPI1p are functional homologs
chrVII	925014	931133	+	CCH1	>CCH1>	Voltage-gated high-affinity calcium channel involved in calcium influx in response to some environmental stresses as well as exposure to mating pheromones%3B interacts and co-localizes with Mid1p%2C suggesting Cch1p and Mid1p function together
chrVII	932859	936113	+	CRM1	>CRM1>	Major karyopherin%2C involved in export of proteins%2C RNAs%2C and ribosomal subunits from the nucleus%3B exportin
chrVII	936353	936694	+	YGR219W	>YGR219W>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B partially overlaps the verified ORF MRPL9%2FYGR220C
chrVII	936392	937201	-	MRPL9	<MRPL9<	Mitochondrial ribosomal protein of the large subunit
chrVII	937442	939310	-	TOS2	<TOS2<	Protein involved in localization of Cdc24p to the site of bud growth%3B may act as a membrane anchor%3B localizes to the bud neck and bud tip%3B potentially phosphorylated by Cdc28p
chrVII	940241	941122	+	PET54	>PET54>	Mitochondrial inner membrane protein that binds to the 5' UTR of the COX3 mRNA to activate its translation together with Pet122p and Pet494p%3B also binds to the COX1 Group I intron AI5 beta to facilitate exon ligation during splicing
chrVII	941187	942533	-	HSV2	<HSV2<	Phosphatidylinositol 3%2C5-bisphosphate-binding protein%2C plays a role in micronucleophagy%3B predicted to fold as a seven-bladed beta-propeller%3B displays punctate cytoplasmic localization
chrVII	943124	944965	+	AZR1	>AZR1>	Plasma membrane transporter of the major facilitator superfamily%2C involved in resistance to azole drugs such as ketoconazole and fluconazole
chrVII	945463	947337	+	AMA1	>AMA1>	Activator of meiotic anaphase promoting complex (APC%2FC)%3B Cdc20p family member%3B required for initiation of spore wall assembly%3B required for Clb1p degradation during meiosis
chrVII	947110	947319	-	YGR226C	<YGR226C<	Dubious open reading frame%2C unlikely to encode a protein%3B not conserved in closely related Saccharomyces species%3B overlaps significantly with a verified ORF%2C AMA1%2FYGR225W
chrVII	947738	949315	+	DIE2	>DIE2>	Dolichyl-phosphoglucose-dependent alpha-1%2C2 glucosyltransferase of the ER%2C functions in the pathway that synthesizes the dolichol-linked oligosaccharide precursor for N-linked protein glycosylation%2C has a role in regulation of ITR1 and INO1
chrVII	949683	950027	+	YGR228W	>YGR228W>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B partially overlaps the verified ORF SMI1%2FYGR229C
chrVII	949700	951217	-	SMI1	<SMI1<	Protein involved in the regulation of cell wall synthesis%3B proposed to be involved in coordinating cell cycle progression with cell wall integrity
chrVII	952212	952625	+	BNS1	>BNS1>	Protein with some similarity to Spo12p%3B overexpression bypasses need for Spo12p%2C but not required for meiosis
chrVII	952866	953798	-	PHB2	<PHB2<	Subunit of the prohibitin complex (Phb1p-Phb2p)%2C a 1.2 MDa ring-shaped inner mitochondrial membrane chaperone that stabilizes newly synthesized proteins%3B determinant of replicative life span%3B involved in mitochondrial segregation
chrVII	954278	954964	+	NAS6	>NAS6>	Proteasome-interacting protein involved in the assembly of the base subcomplex of the 19S proteasomal regulatory particle (RP)%3B ortholog of human oncoprotein gankyrin%2C which interacts with the Rb tumor suppressor and CDK4%2F6
chrVII	954992	958528	-	PHO81	<PHO81<	Cyclin-dependent kinase (CDK) inhibitor%2C regulates Pho80p-Pho85p and Pcl7p-Pho85p cyclin-CDK complexes in response to phosphate levels%3B inhibitory activity for Pho80p-Pho85p requires myo-D-inositol heptakisphosphate (IP7) generated by Vip1p
chrVII	960222	961421	+	YHB1	>YHB1>	Nitric oxide oxidoreductase%2C flavohemoglobin involved in nitric oxide detoxification%3B plays a role in the oxidative and nitrosative stress responses
chrVII	961678	962379	-	YGR235C	<YGR235C<	Putative protein of unknown function%3B the authentic%2C non-tagged protein is detected in highly purified mitochondria in high-throughput studies
chrVII	962848	963135	-	SPG1	<SPG1<	Protein required for survival at high temperature during stationary phase%3B not required for growth on nonfermentable carbon sources%3B the authentic%2C non-tagged protein is detected in highly purified mitochondria in high-throughput studies
chrVII	963616	965973	-	YGR237C	<YGR237C<	Putative protein of unknown function%3B green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
chrVII	966357	969005	-	KEL2	<KEL2<	Protein that functions in a complex with Kel1p to negatively regulate mitotic exit%2C interacts with Tem1p and Lte1p%3B localizes to regions of polarized growth%3B potential Cdc28p substrate
chrVII	969505	970371	-	PEX21	<PEX21<	Peroxin required for targeting of peroxisomal matrix proteins containing PTS2%3B interacts with Pex7p%3B partially redundant with Pex18p
chrVII	971089	974052	-	PFK1	<PFK1<	Alpha subunit of heterooctameric phosphofructokinase involved in glycolysis%2C indispensable for anaerobic growth%2C activated by fructose-2%2C6-bisphosphate and AMP%2C mutation inhibits glucose induction of cell cycle-related genes
chrVII	974895	975095	-	YGR240C-A	<YGR240C-A<	Putative protein of unknown function%3B identified by fungal homology and RT-PCR
chrVII	975193	976899	-	YAP1802	<YAP1802<	Protein involved in clathrin cage assembly%3B binds Pan1p and clathrin%3B homologous to Yap1801p%2C member of the AP180 protein family
chrVII	976733	977041	+	YGR242W	>YGR242W>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B partially overlaps the verified ORF YAP1802%2FYGR241C
chrVII	977654	978094	+	FMP43	>FMP43>	Putative protein of unknown function%3B expression regulated by osmotic and alkaline stresses%3B the authentic%2C non-tagged protein is detected in highly purified mitochondria in high-throughput studies
chrVII	978354	979637	-	LSC2	<LSC2<	Beta subunit of succinyl-CoA ligase%2C which is a mitochondrial enzyme of the TCA cycle that catalyzes the nucleotide-dependent conversion of succinyl-CoA to succinate
chrVII	980088	982391	-	SDA1	<SDA1<	Highly conserved nuclear protein required for actin cytoskeleton organization and passage through Start%2C plays a critical role in G1 events%2C binds Nap1p%2C also involved in 60S ribosome biogenesis
chrVII	982805	984595	-	BRF1	<BRF1<	TFIIIB B-related factor%2C one of three subunits of RNA polymerase III transcription initiation factor TFIIIB%2C binds TFIIIC and TBP and recruits RNA pol III to promoters%2C amino-terminal half is homologous to TFIIB
chrVII	985289	986008	+	CPD1	>CPD1>	Cyclic nucleotide phosphodiesterase%2C hydrolyzes ADP-ribose 1''%2C 2''-cyclic phosphate to ADP-ribose 1''-phosphate%3B may have a role in tRNA splicing%3B no detectable phenotype is conferred by null mutation or by overexpression
chrVII	986295	987062	+	SOL4	>SOL4>	6-phosphogluconolactonase with similarity to Sol3p
chrVII	988377	989747	+	MGA1	>MGA1>	Protein similar to heat shock transcription factor%3B multicopy suppressor of pseudohyphal growth defects of ammonium permease mutants
chrVII	991501	993846	-	YGR250C	<YGR250C<	Putative RNA binding protein%3B localizes to stress granules induced by glucose deprivation%3B interacts with Rbg1p in a two-hybrid
chrVII	995966	996556	+	YGR251W	>YGR251W>	Essential protein required for maturation of 18S rRNA%3B green fluorescent protein (GFP)-fusion protein localizes to both the nucleus and the nucleolus
chrVII	997196	998515	+	GCN5	>GCN5>	Histone acetyltransferase%2C acetylates N-terminal lysines on histones H2B and H3%3B catalytic subunit of the ADA and SAGA histone acetyltransferase complexes%3B founding member of the Gcn5p-related N-acetyltransferase superfamily
chrVII	998685	999467	-	PUP2	<PUP2<	Alpha 5 subunit of the 20S proteasome involved in ubiquitin-dependent catabolism%3B human homolog is subunit zeta
chrVII	1001254	1002567	+	ENO1	>ENO1>	Enolase I%2C a phosphopyruvate hydratase that catalyzes the conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during gluconeogenesis%3B expression is repressed in response to glucose
chrVII	1002850	1004289	-	COQ6	<COQ6<	Putative flavin-dependent monooxygenase%2C involved in ubiquinone (Coenzyme Q) biosynthesis%3B localizes to the matrix face of the mitochondrial inner membrane in a large complex with other ubiquinone biosynthetic enzymes
chrVII	1004951	1006429	+	GND2	>GND2>	6-phosphogluconate dehydrogenase (decarboxylating)%2C catalyzes an NADPH regenerating reaction in the pentose phosphate pathway%3B required for growth on D-glucono-delta-lactone
chrVII	1006532	1007632	-	MTM1	<MTM1<	Mitochondrial protein of the mitochondrial carrier family%2C involved in activating mitochondrial Sod2p probably by facilitating insertion of an essential manganese cofactor
chrVII	1007998	1011093	-	RAD2	<RAD2<	Single-stranded DNA endonuclease%2C cleaves single-stranded DNA during nucleotide excision repair to excise damaged DNA%3B subunit of Nucleotide Excision Repair Factor 3 (NEF3)%3B homolog of human XPG protein
chrVII	1012798	1013238	-	YGR259C	<YGR259C<	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B overlaps almost completely with the verified ORF TNA1%2FYGR260W
chrVII	1012802	1014406	+	TNA1	>TNA1>	High affinity nicotinic acid plasma membrane permease%2C responsible for uptake of low levels of nicotinic acid%3B expression of the gene increases in the absence of extracellular nicotinic acid or para-aminobenzoate (PABA)
chrVII	1014639	1017068	-	APL6	<APL6<	Beta3-like subunit of the yeast AP-3 complex%3B functions in transport of alkaline phosphatase to the vacuole via the alternate pathway%3B exists in both cytosolic and peripherally associated membrane-bound pools
chrVII	1017292	1018077	-	BUD32	<BUD32<	Protein kinase proposed to be involved in bud-site selection%2C telomere uncapping and elongation%2C and transcription%3B component of the EKC%2FKEOPS protein complex with Kae1p%2C Cgi121p%2C Pcc1p%2C and Gon7p
chrVII	1018282	1019556	-	SAY1	<SAY1<	Sterol deacetylase%3B component of the sterol acetylation%2Fdeacetylation cycle along with Atf2p%3B integral membrane protein with active site in the ER lumen%3B green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum
chrVII	1019913	1022168	-	MES1	<MES1<	Methionyl-tRNA synthetase%2C forms a complex with glutamyl-tRNA synthetase (Gus1p) and Arc1p%2C which increases the catalytic efficiency of both tRNA synthetases%3B also has a role in nuclear export of tRNAs
chrVII	1021963	1022373	+	YGR265W	>YGR265W>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B partially overlaps the verified ORF MES1%2FYGR264C%2C which encodes methionyl-tRNA synthetase
chrVII	1022971	1025076	+	YGR266W	>YGR266W>	Protein of unknown function%2C predicted to contain a single transmembrane domain%3B mutant has increased aneuploidy tolerance%3B localized to both the mitochondrial outer membrane and the plasma membrane
chrVII	1025319	1026050	-	FOL2	<FOL2<	GTP-cyclohydrolase I%2C catalyzes the first step in the folic acid biosynthetic pathway
chrVII	1026372	1026968	-	HUA1	<HUA1<	Cytoplasmic protein containing a zinc finger domain with sequence similarity to that of Type I J-proteins%3B computational analysis of large-scale protein-protein interaction data suggests a possible role in actin patch assembly
chrVII	1026951	1027277	+	YGR269W	>YGR269W>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B partially overlaps the uncharacterized ORF HUA1%2FYGR268C
chrVII	1027685	1031824	+	YTA7	>YTA7>	Protein that localizes to chromatin and has a role in regulation of histone gene expression%3B has a bromodomain-like region that interacts with the N-terminal tail of histone H3%2C and an ATPase domain%3B potentially phosphorylated by Cdc28p
chrVII	1027697	1027915	-	YGR270C-A	<YGR270C-A<	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B completely overlaps the verified ORF YTA7%2FYGR270W
chrVII	1032106	1038009	+	SLH1	>SLH1>	Putative RNA helicase related to Ski2p%2C involved in translation inhibition of non-poly(A) mRNAs%3B required for repressing propagation of dsRNA viruses
chrVII	1038115	1038816	-	EFG1	<EFG1<	Essential protein required for maturation of 18S rRNA%3B null mutant is sensitive to hydroxyurea and is delayed in recovering from alpha-factor arrest%3B green fluorescent protein (GFP)-fusion protein localizes to the nucleolus
chrVII	1039030	1039554	-	YGR273C	<YGR273C<	Putative protein of unknown function%3B expression downregulated by treatment with 8-methoxypsoralen plus UVA irradiation%3B YGR273C is not an essential gene
chrVII	1040210	1043410	-	TAF1	<TAF1<	TFIID subunit (145 kDa)%2C involved in RNA polymerase II transcription initiation%3B possesses in vitro histone acetyltransferase activity but its role in vivo appears to be minor%3B involved in promoter binding and G1%2FS progression
chrVII	1043591	1044064	+	RTT102	>RTT102>	Component of both the SWI%2FSNF and RSC chromatin remodeling complexes%2C suggested role in chromosome maintenance%3B possible weak regulator of Ty1 transposition
chrVII	1044134	1045795	-	RNH70	<RNH70<	3'-5' exoribonuclease%3B required for maturation of 3' ends of 5S rRNA and tRNA-Arg3 from dicistronic transcripts
chrVII	1045959	1046876	-	CAB4	<CAB4<	Probable pantetheine-phosphate adenylyltransferase (PPAT)%2C which catalyzes the fourth step in the biosynthesis of coenzyme A from pantothenate%3B null mutant lethality is complemented by E. coli coaD (encoding PPAT)%3B widely conserved
chrVII	1047046	1048779	+	CWC22	>CWC22>	Essential protein%2C component of a complex containing Cef1p%2C has similarity to S. pombe Cwf22p%3B putative spliceosomal component%2C based on computational analysis of large-scale protein-protein interaction data
chrVII	1049113	1050273	-	SCW4	<SCW4<	Cell wall protein with similarity to glucanases%3B scw4 scw10 double mutants exhibit defects in mating
chrVII	1051225	1052040	-	PXR1	<PXR1<	Essential protein involved in rRNA and snoRNA maturation%3B competes with TLC1 RNA for binding to Est2p%2C suggesting a role in negative regulation of telomerase%3B human homolog inhibits telomerase%3B contains a G-patch RNA interacting domain
chrVII	1053139	1057572	+	YOR1	>YOR1>	Plasma membrane ATP-binding cassette (ABC) transporter%2C multidrug transporter mediates export of many different organic anions including oligomycin%3B similar to human cystic fibrosis transmembrane receptor (CFTR)
chrVII	1058098	1059039	-	BGL2	<BGL2<	Endo-beta-1%2C3-glucanase%2C major protein of the cell wall%2C involved in cell wall maintenance
chrVII	1059330	1060355	-	YGR283C	<YGR283C<	Protein of unknown function%3B may interact with ribosomes%2C based on co-purification experiments%3B predicted to be involved in ribosome biogenesis%3B null mutant is resistant to fluconazole%3B GFP-fusion protein localizes to the nucleolus
chrVII	1060973	1061905	-	ERV29	<ERV29<	Protein localized to COPII-coated vesicles%2C involved in vesicle formation and incorporation of specific secretory cargo
chrVII	1062167	1063468	-	ZUO1	<ZUO1<	Ribosome-associated chaperone%2C functions in ribosome biogenesis and%2C in partnership with Ssz1p and SSb1%2F2%2C as a chaperone for nascent polypeptide chains%3B contains a DnaJ domain and functions as a J-protein partner for Ssb1p and Ssb2p
chrVII	1064128	1065255	-	BIO2	<BIO2<	Biotin synthase%2C catalyzes the conversion of dethiobiotin to biotin%2C which is the last step of the biotin biosynthesis pathway%3B complements E. coli bioB mutant
chrVII	1067537	1069306	-	IMA1	<IMA1<	Major isomaltase (alpha-1%2C6-glucosidase) required for isomaltose utilization%3B has specificity for isomaltose%2C palatinose%2C and methyl-alpha-glucoside%3B member of the IMA isomaltase family
chrVII	1070608	1072029	+	MAL13	>MAL13>	MAL-activator protein%2C part of complex locus MAL1%3B nonfunctional in genomic reference strain S288C
chrVII	1074278	1076128	-	MAL11	<MAL11<	Inducible high-affinity maltose transporter (alpha-glucoside transporter)%3B encoded in the MAL1 complex locus%3B broad substrate specificity that includes maltotriose%3B required for isomaltose utilization
chrVII	1075797	1076240	+	YGR290W	>YGR290W>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B putative HLH protein%3B partially overlaps the verified ORF MAL11%2FYGR289C (a high-affinity maltose transporter)
chrVII	1076598	1076819	-	YGR291C	<YGR291C<	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data
chrVII	1076914	1078668	+	MAL12	>MAL12>	Maltase (alpha-D-glucosidase)%2C inducible protein involved in maltose catabolism%3B encoded in the MAL1 complex locus%3B hydrolyzes the disaccharides maltose%2C turanose%2C maltotriose%2C and sucrose
chrVII	1080200	1080661	-	YGR293C	<YGR293C<	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B partially overlaps the uncharacterized ORF YGR294W
